x_px,y_px
1714,634
1715,634
1716,634
1717,634
1718,634
1719,634
1720,634
1721,634
1722,634
1723,634
1724,634
1725,634
1726,634
1727,634
1728,634
1729,634
1730,634
1731,634
1732,633
1733,630
1734,628
1735,628
1736,628
1737,628
1738,627
1739,626
1740,625
1741,625
1742,624
1743,624
1744,624
1745,624
1746,624
1747,624
1748,624
1749,624
1750,624
1751,624
1752,624
1753,624
1754,624
1755,624
1756,624
1757,624
1758,623
1759,623
1760,623
1761,623
1762,623
1763,623
1764,623
1765,623
1766,623
1767,623
1768,623
1769,623
1770,623
1771,623
1772,623
1773,623
1774,623
1775,623
1776,623
1777,623
1778,623
1779,623
1780,623
1781,623
1782,623
1783,623
1784,623
1785,623
1786,623
1787,623
1788,623
1789,623
1790,623
1791,623
1792,623
1793,623
1794,623
1795,623
1796,623
1797,623
1798,623
1799,623
1800,623
1801,623
1802,623
1803,623
1804,623
1805,623
1806,623
1807,623
1808,623
1809,623
1810,623
1811,623
1812,623
1813,623
1814,623
1815,623
1816,623
1817,623
1818,623
1819,623
1820,623
1821,623
1822,623
1823,623
1824,623
1825,623
1826,623
1827,623
1828,623
1829,623
1830,623
1831,623
1832,623
1833,623
1834,623
1835,623
1836,623
1837,623
1838,623
1839,623
1840,623
1841,623
1842,623
1843,623
1844,623
1845,623
1846,358
1847,93
1848,93
1849,93
1850,93
1851,93
1852,93
1853,93
1854,93
1855,93
1856,93
1857,93
1858,93
1859,93
1860,93
1861,107
1862,129
1863,133
1864,142
1865,158
1866,175
1867,191
1868,207
1869,224
1870,240
1871,256
1872,273
1873,289
1874,306
1875,322
1876,338
1877,355
1878,371
1879,371
1880,371
1881,371
1882,373
1883,390
1884,408
1885,418
1886,442
1887,460
1888,469
1889,470
1890,471
1891,472
1892,476
1893,506
1894,523
1895,530
1896,531
1897,532
1898,533
1899,535
1900,558
1901,560
1902,561
1903,562
1904,564
1905,575
1906,576
1907,578
1908,582
1909,584
1910,584
1911,585
1912,586
1913,587
1914,587
1915,587
1916,587
1917,587
1918,587
1919,587
1920,587
1921,587
1922,587
1923,588
1924,588
1925,590
1926,591
1927,592
1928,592
1929,592
1930,592
1931,592
1932,592
1933,592
1934,592
1935,592
1936,592
1937,592
1938,592
1939,592
1940,592
1941,592
1942,592
1943,592
1944,592
1945,592
1946,592
1947,592
1948,592
1949,592
1950,592
1951,592
1952,592
1953,592
1954,592
1955,592
1956,592
1957,592
1958,592
1959,592
1960,592
1961,592
1962,592
1963,592
1964,592
1965,592
1966,592
1967,592
1968,592
1969,592
1970,592
1971,592
1972,592
1973,592
1974,592
1975,592
1976,592
1977,592
1978,592
1979,592
1980,592
1981,592
1982,592
1983,592
1984,592
1985,592
1986,592
1987,592
1988,592
1989,592
1990,592
1991,592
1992,592
1993,592
1994,592
1995,592
1996,592
1997,592
1998,592
1999,592
2000,592
2001,592
2002,592
2003,592
2004,592
2005,592
2006,592
2007,592
2008,592
2009,592
2010,592
2011,592
2012,592
2013,592
2014,592
2015,592
2016,592
2017,592
2018,592
2019,592
2020,592
2021,592
2022,592
2023,592
2024,592
2025,592
2026,592
2027,592
2028,592
2029,592
2030,592
2031,592
2032,592
2033,592
2034,592
2035,592
2036,592
2037,592
2038,592
2039,592
2040,592
2041,592
2042,592
2043,592
2044,592
2045,592
2046,592
2047,592
2048,592
2049,592
2050,592
2051,592
2052,592
2053,592
2054,592
2055,592
2056,592
2057,592
2058,592
2059,591
2060,591
2061,591
2062,591
2063,591
2064,591
2065,591
2066,591
2067,591
2068,591
2069,591
2070,591
2071,591
2072,591
2073,591
2074,591
2075,591
2076,591
2077,591
2078,591
2079,591
2080,591
2081,591
2082,590
2083,590
2084,590
2085,590
2086,590
2087,590
2088,590
2089,590
2090,590
2091,590
2092,590
2093,590
2094,590
2095,590
2096,590
2097,590
2098,590
2099,590
2100,590
2101,590
2102,590
2103,590
2104,590
2105,590
2106,590
2107,590
2108,590
2109,590
2110,590
2111,589
2112,589
2113,589
2114,589
2115,589
2116,589
2117,589
2118,589
2119,589
2120,589
2121,589
2122,589
2123,589
2124,589
2125,589
2126,589
2127,589
2128,588
2129,588
2130,588
2131,588
2132,588
2133,588
2134,588
2135,588
2136,588
2137,588
2138,588
2139,588
2140,588
2141,588
2142,588
2143,588
2144,588
2145,588
2146,588
2147,588
2148,588
2149,588
