x_px,y_px
1952,589
1953,589
1954,589
1955,589
1956,589
1957,589
1958,589
1959,589
1960,589
1961,589
1962,589
1963,589
1964,589
1965,589
1966,589
1967,589
1968,589
1969,589
1970,589
1971,589
1972,589
1973,589
1974,589
1975,589
1976,589
1977,589
1978,589
1979,589
1980,589
1981,589
1982,589
1983,589
1984,589
1985,589
1986,589
1987,589
1988,589
1989,589
1990,589
1991,589
1992,589
1993,589
1994,589
1995,589
1996,589
1997,589
1998,589
1999,589
2000,589
2001,589
2002,589
2003,589
2004,589
2005,589
2006,589
2007,589
2008,589
2009,589
2010,589
2011,589
2012,589
2013,589
2014,589
2015,589
2016,589
2017,589
2018,589
2019,589
2020,589
2021,589
2022,589
2023,589
2024,589
2025,589
2026,589
2027,589
2028,589
2029,589
2030,589
2031,589
2032,589
2033,589
2034,589
2035,589
2036,589
2037,589
2038,589
2039,589
2040,589
2041,589
2042,589
2043,589
2044,589
2045,589
2046,589
2047,589
2048,589
2049,589
2050,589
2051,589
2052,589
2053,589
2054,589
2055,588
2056,588
2057,588
2058,588
2059,588
2060,588
2061,588
2062,588
2063,588
2064,588
2065,588
2066,588
2067,588
2068,588
2069,588
2070,587
2071,587
2072,587
2073,587
2074,587
2075,587
2076,587
2077,587
2078,587
2079,587
2080,587
2081,587
2082,587
2083,587
2084,587
2085,587
2086,587
2087,587
2088,587
2089,587
2090,587
2091,587
2092,587
2093,587
2094,587
2095,586
2096,586
2097,586
2098,586
2099,586
2100,586
2101,586
2102,586
2103,586
2104,586
2105,586
2106,586
2107,586
2108,586
2109,586
2110,586
2111,586
2112,586
2113,586
2114,586
2115,586
2116,585
2117,585
2118,585
2119,585
2120,585
2121,585
2122,585
2123,585
2124,585
2125,585
2126,585
2127,585
2128,585
2129,585
2130,585
2131,585
2132,585
2133,585
2134,584
2135,584
2136,584
2137,584
2138,584
2139,584
2140,584
2141,584
2142,584
2143,584
2144,584
2145,584
2146,584
2147,584
2148,584
2149,584
2150,584
2151,584
2152,584
2153,583
2154,583
2155,583
2156,583
2157,583
2158,583
2159,583
2160,583
2161,583
2162,583
2163,583
2164,583
2165,583
2166,583
2167,583
2168,583
2169,583
2170,583
2171,583
2172,583
2173,583
2174,583
2175,582
2176,582
2177,582
2178,582
2179,582
2180,582
2181,582
2182,582
2183,582
2184,582
2185,582
2186,582
2187,582
2188,582
2189,582
2190,582
2191,582
2192,582
2193,582
2194,582
2195,582
2196,581
2197,581
2198,581
2199,581
2200,581
2201,581
2202,581
2203,581
2204,581
2205,581
2206,581
2207,581
2208,581
2209,581
2210,581
2211,581
2212,581
2213,581
2214,581
2215,580
2216,580
2217,580
2218,580
2219,580
2220,580
2221,580
2222,580
2223,579
2224,579
2225,579
2226,579
2227,579
2228,579
2229,579
2230,579
2231,579
2232,579
2233,579
2234,579
2235,579
2236,578
2237,578
2238,578
2239,578
2240,578
2241,578
2242,578
2243,578
2244,578
2245,578
2246,578
2247,576
2248,574
2249,574
2250,574
2251,574
2252,574
2253,574
2254,574
2255,574
2256,574
2257,574
2258,574
2259,574
2260,574
2261,574
2262,574
2263,574
2264,574
2265,574
2266,574
2267,574
2268,574
2269,574
2270,574
2271,574
2272,574
2273,574
2274,574
2275,574
2276,574
2277,574
2278,574
2279,574
2280,572
2281,572
2282,572
2283,572
2284,572
2285,572
2286,572
2287,572
2288,572
2289,572
2290,572
2291,572
2292,572
2293,572
2294,572
2295,572
2296,572
2297,572
2298,572
2299,572
2300,572
2301,571
2302,571
2303,571
2304,571
2305,571
2306,571
2307,571
2308,571
2309,571
2310,571
2311,571
2312,571
2313,570
2314,570
2315,570
2316,570
2317,570
2318,570
2319,570
2320,570
2321,570
2322,570
2323,570
2324,570
2325,570
2326,570
2327,570
2328,570
2329,570
2330,570
2331,569
2332,569
2333,569
2334,569
2335,569
2336,569
2337,569
2338,569
2339,569
2340,569
2341,569
2342,569
2343,569
2344,569
2345,568
2346,568
2347,568
2348,568
2349,568
2350,568
2351,568
2352,568
2353,568
2354,568
2355,568
2356,568
2357,568
2358,568
2359,568
2360,568
2361,568
2362,568
2363,567
2364,567
2365,567
2366,567
2367,567
2368,567
2369,567
2370,567
2371,567
2372,567
2373,567
2374,567
2375,567
2376,567
2377,567
2378,567
2379,567
2380,567
2381,566
2382,566
2383,566
2384,566
2385,566
2386,566
2387,565
2388,565
